datetime;production;mill_id
20150101000000;1.9277399168378586;16
20150101010000;2.423074134057919;16
20150101020000;2.1484550031976926;16
20150101030000;1.7215855283381436;16
20150101040000;1.868925486210231;16
20150101050000;1.1719327814734544;16
20150101060000;0.4018917707304003;16
20150101070000;0.20402662627746895;16
20150101080000;0.18767291644309314;16
20150101090000;0.2082765150689589;16
20150101100000;0.9557221798701235;16
20150101110000;1.2233752374438143;16
20150101120000;2.232391084485353;16
20150101130000;2.205584314893337;16
20150101140000;2.2300926396234066;16
20150101150000;2.11806752357505;16
20150101160000;2.436924860239863;16
20150101170000;2.1898365382276266;16
20150101180000;2.000572692491083;16
20150101190000;2.4802077040069106;16
20150101200000;2.142598013458168;16
20150101210000;0.7187510303197814;16
20150101220000;0.6367719175059252;16
20150101230000;0.1111799855052189;16
20150102000000;-0.004857711155655878;16
20150102010000;0.059795485125443304;16
20150102020000;-0.12572011971520267;16
20150102030000;0.25431031864865433;16
20150102040000;0.4492276870560273;16
20150102050000;0.35944477392581325;16
20150102060000;1.3867066668602357;16
20150102070000;1.549140645238649;16
20150102080000;1.653418269308629;16
20150102090000;1.4421587998943215;16
20150102100000;0.8697396439483926;16
20150102110000;1.4497491763290555;16
20150102120000;2.3008163906755126;16
20150102130000;2.436525752856691;16
20150102140000;2.2306358399608146;16
20150102150000;2.348947715161586;16
20150102160000;2.319675317253876;16
20150102170000;2.3394015948284865;16
20150102180000;2.3015685326599975;16
20150102190000;2.0546218423195803;16
20150102200000;1.6206522171512112;16
20150102210000;1.3312901071536798;16
20150102220000;1.6030939651536658;16
20150102230000;1.4926494585324885;16
20150103000000;1.419106844098089;16
20150103010000;1.1394826154144202;16
20150103020000;1.47868164070709;16
20150103030000;1.2490073424838646;16
20150103040000;1.5574655136321964;16
20150103050000;2.0745874445450645;16
20150103060000;1.4997543983873707;16
20150103070000;1.516632021697116;16
20150103080000;1.5059755163520097;16
20150103090000;0.8496263857176809;16
20150103100000;0.2920158294507506;16
20150103110000;0.5814933624205147;16
20150103120000;0.5712992880960124;16
20150103130000;0.8656779961831402;16
20150103140000;1.5084473736841393;16
20150103150000;1.4773789851032704;16
20150103160000;1.4887668018470412;16
20150103170000;1.629126748258129;16
20150103180000;1.1683018428495902;16
20150103190000;1.8096479347011432;16
20150103200000;1.7251381919589426;16
20150103210000;1.173241176184898;16
20150103220000;1.4723156360770369;16
20150103230000;1.107986919964837;16
20150104000000;1.7029890685758915;16
20150104010000;1.8858924924574352;16
20150104020000;1.372754307404837;16
20150104030000;2.043438747215235;16
20150104040000;1.8073370661549077;16
20150104050000;1.6137233605018242;16
20150104060000;1.638641997355422;16
20150104070000;1.6637165303538917;16
20150104080000;2.0240881665467665;16
20150104090000;1.8957433368891707;16
20150104100000;1.7407022069210383;16
20150104110000;1.0488187266157247;16
20150104120000;0.8962456913005197;16
20150104130000;1.2858911417895884;16
20150104140000;1.5233847324232104;16
20150104150000;1.4288676291521023;16
20150104160000;1.8077552015368632;16
20150104170000;2.015446743472851;16
20150104180000;1.7371135361976417;16
