datetime;production;mill_id
20150101000000;2.1946036652909555;18
20150101010000;2.4594496453576014;18
20150101020000;2.3043717020730665;18
20150101030000;2.0549193834429733;18
20150101040000;1.9339509561456878;18
20150101050000;1.6152890192962333;18
20150101060000;0.5155855128132978;18
20150101070000;0.04710983463121937;18
20150101080000;0.2913776969144477;18
20150101090000;0.33468060255529364;18
20150101100000;0.980694032396095;18
20150101110000;1.5074159887255612;18
20150101120000;2.431231944938146;18
20150101130000;2.2208472111880635;18
20150101140000;1.9964850979725675;18
20150101150000;2.3488881694532937;18
20150101160000;2.306677340683942;18
20150101170000;2.146848110887496;18
20150101180000;2.395027949592719;18
20150101190000;2.5111091090274886;18
20150101200000;2.1047536730984207;18
20150101210000;0.7019290403807054;18
20150101220000;0.6531657404229709;18
20150101230000;0.3974289328686737;18
20150102000000;-0.05254437699530032;18
20150102010000;0.1721079807166228;18
20150102020000;-0.052205253575065474;18
20150102030000;0.1661854143853898;18
20150102040000;0.3392052739155186;18
20150102050000;0.14916778735430192;18
20150102060000;1.5940604313957578;18
20150102070000;1.7934325311750734;18
20150102080000;1.89773325687676;18
20150102090000;2.0410868548173475;18
20150102100000;1.1599118080891035;18
20150102110000;1.4652838749462176;18
20150102120000;2.1719688409525317;18
20150102130000;2.397897071807254;18
20150102140000;2.438768570485153;18
20150102150000;2.3452266605391254;18
20150102160000;2.3205908681079896;18
20150102170000;2.474335564845002;18
20150102180000;2.2388662119690954;18
20150102190000;2.089439454141352;18
20150102200000;0.9758465278295525;18
20150102210000;0.4489981922328373;18
20150102220000;0.9072190663684018;18
20150102230000;0.6869315374540359;18
20150103000000;0.9930496952483324;18
20150103010000;0.7418782092779196;18
20150103020000;0.9195914660280564;18
20150103030000;0.45893694976652133;18
20150103040000;0.7442808421828303;18
20150103050000;0.6332611931025125;18
20150103060000;0.8438902122451284;18
20150103070000;1.5171103213138082;18
20150103080000;1.0478575883015626;18
20150103090000;0.9132016564525669;18
20150103100000;0.3821067959435865;18
20150103110000;0.2917547617446621;18
20150103120000;0.5526453523724715;18
20150103130000;0.5339636797382891;18
20150103140000;0.7026331643258741;18
20150103150000;1.2083811974786376;18
20150103160000;0.702025038573404;18
20150103170000;1.2471285353135433;18
20150103180000;0.6672667337675385;18
20150103190000;1.581659514407607;18
20150103200000;0.9095258056292117;18
20150103210000;1.083967062805423;18
20150103220000;0.8561285877269199;18
20150103230000;0.7019515110969247;18
20150104000000;0.7661837262258999;18
20150104010000;1.1479540092307137;18
20150104020000;1.1265459198418244;18
20150104030000;1.427005555512687;18
20150104040000;1.4417206114680903;18
20150104050000;1.6623183178804728;18
20150104060000;1.2099387385933433;18
