datetime;production;mill_id
20150101000000;1.9655360595506621;13
20150101010000;2.3007557943320767;13
20150101020000;2.1877133109696336;13
20150101030000;2.007769275877548;13
20150101040000;1.8103710485020925;13
20150101050000;1.3846272882433934;13
20150101060000;0.9830848499860179;13
20150101070000;0.17103042637759322;13
20150101080000;0.09147542899429578;13
20150101090000;0.48829543878920356;13
20150101100000;1.2345179094519863;13
20150101110000;1.3502608434253367;13
20150101120000;2.144370688016557;13
20150101130000;2.1350715973911965;13
20150101140000;2.475810272013393;13
20150101150000;2.136185526158986;13
20150101160000;2.235605136598444;13
20150101170000;2.2250330117544213;13
20150101180000;2.2638520959285295;13
20150101190000;2.186955737618129;13
20150101200000;2.182048743271282;13
20150101210000;0.9649806111905636;13
20150101220000;0.5217162761256564;13
20150101230000;0.3472551462008228;13
20150102000000;0.16384867067283304;13
20150102010000;0.08492314487484336;13
20150102020000;0.06460578857762464;13
20150102030000;0.14317349603428856;13
20150102040000;0.43970177208954514;13
20150102050000;0.38997136652687314;13
20150102060000;1.0962828672134524;13
20150102070000;0.6120353461318658;13
20150102080000;0.6065170046326639;13
20150102090000;1.0257759681534246;13
20150102100000;0.7233961783647556;13
20150102110000;1.0187229477588002;13
20150102120000;2.119475551310469;13
20150102130000;2.3959225454447437;13
20150102140000;2.337240539489802;13
20150102150000;2.28508340678052;13
20150102160000;2.310055634724787;13
20150102170000;2.307173966319988;13
20150102180000;2.2759480964615175;13
20150102190000;2.216493399767545;13
20150102200000;1.9593991292070752;13
20150102210000;1.658900641716634;13
20150102220000;1.909724401866255;13
20150102230000;1.8907658804724603;13
20150103000000;1.5755052113685313;13
20150103010000;1.6073178019768681;13
20150103020000;2.029665348872228;13
20150103030000;1.1753335871852868;13
20150103040000;1.6856968544968287;13
20150103050000;2.219635246374877;13
20150103060000;1.6965689948424254;13
20150103070000;1.2703285331177248;13
20150103080000;1.3423708951413715;13
20150103090000;0.626311111929752;13
20150103100000;0.5147044474245395;13
20150103110000;0.5904015261675903;13
20150103120000;1.2651567973303721;13
20150103130000;1.0318393324537398;13
20150103140000;1.6534831703135813;13
20150103150000;1.639568714300853;13
20150103160000;1.5122514904339006;13
20150103170000;1.7811988823117377;13
20150103180000;1.3120155792442525;13
20150103190000;1.780951066357497;13
20150103200000;1.9417918199120388;13
20150103210000;1.2166939568642425;13
20150103220000;1.6756612956932266;13
20150103230000;1.6640931480240353;13
20150104000000;1.858049491634665;13
20150104010000;2.1223795247599906;13
20150104020000;2.052798290860033;13
20150104030000;2.2255458381271453;13
20150104040000;2.1230265871699476;13
20150104050000;1.9718554611101928;13
20150104060000;1.8282187772671146;13
20150104070000;1.9820595375411123;13
20150104080000;1.8756006041520532;13
20150104090000;1.8970022648184215;13
20150104100000;1.7615173541277709;13
20150104110000;1.2988823820005488;13
20150104120000;1.5004687977453983;13
20150104130000;1.554986755337413;13
20150104140000;1.4799424885441697;13
20150104150000;1.2447129594418436;13
20150104160000;2.0462808767123817;13
20150104170000;2.1940131556973665;13
20150104180000;2.1638156866678964;13
20150104190000;1.959756752753994;13
20150104200000;1.5915557947376322;13
20150104210000;1.258899454257146;13
20150104220000;1.3300550339470012;13
20150104230000;0.9225017560879946;13
20150105000000;0.5670732519202426;13
20150105010000;0.9195659623469465;13
20150105020000;0.593246570694606;13
20150105030000;0.5099542574148946;13
20150105040000;0.5352573889132153;13
20150105050000;0.40192941027190165;13
20150105060000;0.3404043984604771;13
20150105070000;0.2826679903547711;13
20150105080000;0.3678586223595854;13
