datetime;windspeed_forecast;location_id
20150101000000;9.140128518949824;1
20150101010000;9.069127423695898;1
20150101020000;8.935777387904768;1
20150101030000;8.635627848843786;1
20150101040000;8.49177111773363;1
20150101050000;7.680594867495476;1
20150101060000;6.9282823980420725;1
20150101070000;5.2266042282076555;1
20150101080000;5.419461997433644;1
20150101090000;5.722003408701064;1
20150101100000;5.757173354148;1
20150101110000;6.818438481332377;1
20150101120000;8.08984570953036;1
20150101130000;9.226186232149844;1
20150101140000;10.284087762367333;1
20150101150000;11.54645355990034;1
20150101160000;12.86258960312717;1
20150101170000;12.233822719915647;1
20150101180000;11.678714463486102;1
20150101190000;13.319780229667881;1
20150101200000;11.86719987865405;1
20150101210000;10.254897467239449;1
20150101220000;8.74508356820233;1
20150101230000;7.446130685761547;1
20150102000000;6.0814980288832885;1
20150102010000;5.055698473742356;1
20150102020000;4.405436137771895;1
20150102030000;4.238582615520134;1
20150102040000;3.6846596518512613;1
20150102050000;3.823202002688602;1
20150102060000;4.336648471755059;1
20150102070000;7.940412891986605;1
20150102080000;8.547838862973391;1
20150102090000;8.995625058395948;1
20150102100000;9.435423850850606;1
20150102110000;10.038089034496288;1
20150102120000;10.655861125240259;1
20150102130000;11.644649991314317;1
20150102140000;11.297463440060877;1
20150102150000;11.285313163123844;1
20150102160000;11.052835316397172;1
20150102170000;10.813867606760617;1
20150102180000;10.465769270338122;1
20150102190000;7.443956651188623;1
20150102200000;7.716175434170253;1
20150102210000;7.98147957683358;1
20150102220000;8.1559392476207;1
20150102230000;8.200915809095504;1
20150103000000;8.347812095271038;1
20150103010000;8.388309097894222;1
20150103020000;8.017007955482793;1
20150103030000;7.9291181784132485;1
20150103040000;7.7131947700611;1
20150103050000;7.475618105126717;1
20150103060000;7.672804145775553;1
20150103070000;6.735734116338637;1
20150103080000;6.800148294657243;1
20150103090000;6.647157053660794;1
20150103100000;7.0442353628437795;1
20150103110000;7.045186630397464;1
20150103120000;7.330047084777132;1
20150103130000;7.174063188062601;1
20150103140000;7.195920905197392;1
20150103150000;7.080377038236633;1
20150103160000;7.133701698883457;1
20150103170000;7.429299409657518;1
20150103180000;7.771230705530448;1
20150103190000;7.707007025818749;1
20150103200000;7.942514790777241;1
20150103210000;8.05819955857767;1
20150103220000;7.8218353759772885;1
20150103230000;8.294459935385813;1
20150104000000;8.631248465496627;1
20150104010000;8.853179032977708;1
20150104020000;8.477985129858537;1
20150104030000;8.275266703466306;1
20150104040000;7.883315351039343;1
20150104050000;8.062995961789385;1
20150104060000;8.269148544711555;1
20150104070000;8.48473886984843;1
20150104080000;8.010113674547387;1
20150104090000;7.899971376346921;1
20150104100000;7.5430093184210465;1
20150104110000;7.60465445138242;1
20150104120000;7.4672990653145535;1
20150104130000;7.692039573854634;1
20150104140000;8.085691342615851;1
20150104150000;8.521110173391405;1
20150104160000;9.209307366385437;1
20150104170000;8.676011956553214;1
20150104180000;8.456903444300682;1
20150104190000;9.061997538692399;1
20150104200000;8.64425861510713;1
20150104210000;7.877262864365678;1
20150104220000;7.360732071531832;1
20150104230000;7.544884419413224;1
20150105000000;7.5805277505100905;1
20150105010000;7.594498391540206;1
20150105020000;7.521996648528253;1
20150105030000;7.230778737981114;1
20150105040000;7.055352128683474;1
20150105050000;6.475868606224673;1
20150105060000;6.009281736148904;1
20150105070000;5.867497754922288;1
20150105080000;4.889902851042143;1
20150105090000;4.330040076569956;1
20150105100000;3.675887611504058;1
20150105110000;3.9286529122622778;1
20150105120000;4.774990622659361;1
20150105130000;5.245954715845551;1
20150105140000;5.204467915750295;1
20150105150000;5.331664692125326;1
20150105160000;5.201485613665609;1
20150105170000;4.963541309120918;1
20150105180000;4.867093088511318;1
20150105190000;4.843815550013124;1
20150105200000;5.206426297925455;1
20150105210000;5.709724086879999;1
20150105220000;5.972378582259032;1
20150105230000;6.16100371530762;1
20150106000000;6.525898070018501;1
20150106010000;6.6738326892162885;1
20150106020000;6.2822119914097865;1
20150106030000;6.108933519693295;1
20150106040000;5.770677816610357;1
20150106050000;5.899442395023076;1
20150106060000;5.645698213666969;1
20150106070000;6.015979548598565;1
20150106080000;6.080428129880886;1
20150106090000;6.546682573598316;1
20150106100000;6.868733955515497;1
20150106110000;6.9624039596078235;1
20150106120000;7.019235856043913;1
20150106130000;7.27063414735409;1
20150106140000;6.706061899448958;1
20150106150000;6.5946703286314285;1
20150106160000;5.880072928747021;1
20150106170000;6.403722928254295;1
20150106180000;6.607142160843071;1
20150106190000;7.230574631756246;1
20150106200000;6.956106217900375;1
20150106210000;6.8929252145131334;1
20150106220000;6.640080488674386;1
20150106230000;6.5538921897203775;1
20150107000000;6.604615322880363;1
20150107010000;6.451507546533358;1
20150107020000;6.849905835895916;1
20150107030000;6.958155589555296;1
20150107040000;7.212725132216036;1
20150107050000;6.6788118353627945;1
20150107060000;6.171228056578974;1
20150107070000;5.241641866513998;1
20150107080000;5.160363646512025;1
20150107090000;4.715603298151801;1
20150107100000;4.257192968763152;1
20150107110000;4.528969898025273;1
20150107120000;4.762998868791156;1
20150107130000;5.050569921961383;1
20150107140000;5.3939527106787395;1
20150107150000;6.015015451980252;1
20150107160000;6.153035201428652;1
20150107170000;6.304217350995344;1
20150107180000;6.608450475387815;1
20150107190000;7.588868042957835;1
20150107200000;7.696688154913367;1
20150107210000;7.8363306263979515;1
20150107220000;8.01307934010333;1
20150107230000;7.70583654275443;1
20150108000000;7.463348526082396;1
20150108010000;7.340804798306596;1
20150108020000;7.51784923717482;1
20150108030000;7.9877383380936795;1
20150108040000;8.277795740660396;1
20150108050000;8.144573609976073;1
20150108060000;8.299446024283792;1
20150108070000;9.643050436348355;1
20150108080000;9.962217186802768;1
20150108090000;10.413710206274535;1
20150108100000;10.815249856654024;1
20150108110000;11.108819870410805;1
20150108120000;11.423807347512424;1
20150108130000;11.531609002562625;1
20150108140000;11.272185709653268;1
20150108150000;11.21050176145872;1
20150108160000;11.447967092221747;1
20150108170000;11.152742317485453;1
20150108180000;11.24673127582619;1
20150108190000;11.004650776289397;1
20150108200000;10.243106164471067;1
20150108210000;9.831256867269753;1
20150108220000;8.934627558141685;1
20150108230000;8.928100326223879;1
20150109000000;8.569557750806245;1
20150109010000;8.53487795983679;1
20150109020000;7.443767063858488;1
20150109030000;6.461395006503857;1
20150109040000;5.771564172761122;1
20150109050000;5.5717511495281755;1
20150109060000;5.219096489068218;1
20150109070000;3.99796595494136;1
20150109080000;3.486108840676281;1
20150109090000;3.237340982772045;1
20150109100000;2.755107159649595;1
20150109110000;2.1935602444257367;1
20150109120000;2.2705761249130547;1
20150109130000;2.005679546475293;1
20150109140000;2.0313099524882254;1
20150109150000;2.5004801177451905;1
20150109160000;2.8358035578804874;1
20150109170000;3.038328982917565;1
20150109180000;3.3026055707760418;1
20150109190000;3.090909064068395;1
20150109200000;3.422723723198201;1
20150109210000;3.473636488772184;1
20150109220000;3.8425778298563893;1
20150109230000;4.172031683408444;1
20150110000000;4.403256031403887;1
20150110010000;4.693263904323926;1
20150110020000;5.018112131610727;1
20150110030000;5.124415588985491;1
20150110040000;5.234777073879546;1
20150110050000;6.474574249682554;1
20150110060000;7.489865376384966;1
20150110070000;9.185882279750128;1
20150110080000;10.010661205278456;1
20150110090000;10.819925167851945;1
20150110100000;11.776975900050314;1
20150110110000;12.45029209813296;1
20150110120000;12.891983896558122;1
20150110130000;13.381425230024709;1
20150110140000;13.550511740842037;1
20150110150000;13.676900367559645;1
20150110160000;13.756377179816385;1
20150110170000;13.6981786983689;1
20150110180000;13.830543426293996;1
20150110190000;13.792531110664877;1
20150110200000;13.194991579388024;1
20150110210000;12.620967105616863;1
20150110220000;11.914870570545457;1
20150110230000;11.395139076354662;1
20150111000000;10.496366581518913;1
20150111010000;9.799488285088755;1
20150111020000;8.612807380804192;1
20150111030000;7.260090651460194;1
20150111040000;5.963287086925353;1
20150111050000;6.23974692066287;1
20150111060000;6.552392628167818;1
20150111070000;6.511982301151838;1
20150111080000;6.534696389434131;1
20150111090000;6.326923735724421;1
20150111100000;6.348059470935694;1
20150111110000;6.306711471478265;1
20150111120000;6.273527835162605;1
20150111130000;6.502354204726863;1
20150111140000;6.050565049169777;1
20150111150000;5.94034468512616;1
20150111160000;5.74267214127228;1
20150111170000;5.682387445821644;1
20150111180000;5.908515690257021;1
20150111190000;4.775686153490463;1
20150111200000;4.888583988261057;1
20150111210000;5.20033953757428;1
20150111220000;5.696418365001293;1
20150111230000;5.792370951894154;1
20150112000000;6.176376638618407;1
20150112010000;6.501975444156676;1
20150112020000;7.305223051017783;1
20150112030000;7.776166593381288;1
20150112040000;8.585395504902031;1
20150112050000;9.590975812758012;1
20150112060000;9.957458310939643;1
20150112070000;10.750526855306147;1
20150112080000;11.446984185790045;1
20150112090000;12.099740974469823;1
20150112100000;13.073257931147362;1
20150112110000;13.187580110392034;1
20150112120000;13.664615182726564;1
20150112130000;13.928083554084687;1
20150112140000;14.048206979832518;1
20150112150000;14.366436532723661;1
20150112160000;14.544300627181665;1
20150112170000;13.599436385572696;1
20150112180000;12.51905614521647;1
20150112190000;12.54182089935409;1
20150112200000;12.349790408191396;1
20150112210000;12.60371895058305;1
20150112220000;12.870247454906998;1
20150112230000;12.156619701247122;1
20150113000000;11.776329698753985;1
20150113010000;11.343699236676695;1
20150113020000;11.956804630458906;1
20150113030000;12.137613747686867;1
20150113040000;12.667821312125021;1
